feedback_id,feedback_text,question,question_num,annotator_1,annotator_2,annotator_3
f58_q3,"Classes sometimes felt long, but it meant more time for learning.",What did you like least about your instructor's teaching?,Q3,acceptance,acceptance,acceptance
f58_q4,"My overall experience was good. I suggest that instructors should discuss better topics, and more engaging activities.","Any further, constructive comment:",Q4,acceptance,acceptance,acceptance
f59_q1,I would recommend to have more assignments so that we can also learn on our own while doing a task.,What changes would you recommend to improve this course?,Q1,acceptance,acceptance,acceptance
f59_q2,Very Formal,What did you like best about your instructor's teaching?,Q2,acceptance,acceptance,acceptance
f59_q3,"The seatwork was repetitive, but it reinforced the lessons.",What did you like least about your instructor's teaching?,Q3,acceptance,acceptance,acceptance
f59_q4,I enjoy the activities but I hope there can be more detailed explanations of the topics before we start. It would help us understand better.,"Any further, constructive comment:",Q4,acceptance,acceptance,acceptance
f60_q1,There could be at least 1 or 2 more meetings.,What changes would you recommend to improve this course?,Q1,acceptance,acceptance,acceptance
f60_q2,allows student to have enough time to complete a task and informs students in advance what are materials to purchase for upcoming activities,What did you like best about your instructor's teaching?,Q2,acceptance,acceptance,acceptance
f60_q3,"Attendance was monitored strictly, but it helped build discipline.",What did you like least about your instructor's teaching?,Q3,acceptance,acceptance,acceptance
f60_q4,Hopefully more improvements in the future.,"Any further, constructive comment:",Q4,acceptance,acceptance,acceptance
f61_q1,Could have been at least 1 more meeting.,What changes would you recommend to improve this course?,Q1,acceptance,acceptance,acceptance
f61_q2,Chill only,What did you like best about your instructor's teaching?,Q2,acceptance,acceptance,acceptance
f61_q3,"I occasionally felt lost in discussions, but clarification was always given.",What did you like least about your instructor's teaching?,Q3,acceptance,acceptance,acceptance
f61_q4,Sync and timing for lessons in lecture to difficulty of activities in Lab,"Any further, constructive comment:",Q4,acceptance,acceptance,acceptance
f62_q1,"I saw her efforts on her teachings the subject matter, but I do recommend to give more passion, deep explanations of the topic and make it more be fun...",What changes would you recommend to improve this course?,Q1,acceptance,acceptance,acceptance
f62_q2,Very Chill,What did you like best about your instructor's teaching?,Q2,acceptance,acceptance,acceptance
f62_q3,"Examples were repeated often, but it ensured everyone understood.",What did you like least about your instructor's teaching?,Q3,acceptance,acceptance,acceptance
f62_q4,it would be better to include hands-on activities and explain the lessons throughly,"Any further, constructive comment:",Q4,acceptance,acceptance,acceptance
f63_q1,Be more hands on,What changes would you recommend to improve this course?,Q1,acceptance,acceptance,acceptance
f63_q2,speech,What did you like best about your instructor's teaching?,Q2,acceptance,acceptance,acceptance
f63_q3,"Internet connection during online class wasn’t always stable, but that’s not the professor’s fault.",What did you like least about your instructor's teaching?,Q3,acceptance,acceptance,acceptance
f63_q4,Maybe he should just recommend credible online sources for us to watch.,"Any further, constructive comment:",Q4,acceptance,acceptance,acceptance
f64_q1,I hope the visual aids like power point presentation will be a lot fewer so that most of the topic can possibly be absorbed in one discussion.,What changes would you recommend to improve this course?,Q1,acceptance,acceptance,acceptance
f64_q2,he teaches and tries,What did you like best about your instructor's teaching?,Q2,acceptance,acceptance,acceptance
f64_q3,"Handwriting on the board was hard to read sometimes, but I got used to it.",What did you like least about your instructor's teaching?,Q3,acceptance,acceptance,acceptance
f64_q4,Hoping for more improvements.,"Any further, constructive comment:",Q4,acceptance,acceptance,acceptance
f65_q1,Better teaching,What changes would you recommend to improve this course?,Q1,acceptance,acceptance,acceptance
f65_q2,chill,What did you like best about your instructor's teaching?,Q2,acceptance,acceptance,acceptance
f65_q3,"The readings were plenty, but they improved my comprehension.",What did you like least about your instructor's teaching?,Q3,acceptance,acceptance,acceptance
f65_q4,Associate with the instructors of pre requisite courses for smooth transition of lessons,"Any further, constructive comment:",Q4,acceptance,acceptance,acceptance
f66_q1,Higher web knowledge,What changes would you recommend to improve this course?,Q1,acceptance,acceptance,acceptance
f66_q2,chill,What did you like best about your instructor's teaching?,Q2,acceptance,acceptance,acceptance
f66_q3,"Some projects were difficult, but they were very rewarding.",What did you like least about your instructor's teaching?,Q3,acceptance,acceptance,acceptance
f66_q4,Construct simple comments about the students work to boost effectivity of communication to improve projects,"Any further, constructive comment:",Q4,acceptance,acceptance,acceptance
f67_q1,I wish to extend the the class duration of this course.,What changes would you recommend to improve this course?,Q1,acceptance,acceptance,acceptance
f67_q2,chill prof,What did you like best about your instructor's teaching?,Q2,acceptance,acceptance,acceptance
f67_q3,"Random recitations were intimidating, but they kept me alert.",What did you like least about your instructor's teaching?,Q3,acceptance,acceptance,acceptance
f67_q4,Keep some lessons simple with ample time for the students to fully grasp this introductory course,"Any further, constructive comment:",Q4,acceptance,acceptance,acceptance
f68_q1,More interactive sessions,What changes would you recommend to improve this course?,Q1,acceptance,acceptance,acceptance
f68_q2,chill prof,What did you like best about your instructor's teaching?,Q2,acceptance,acceptance,acceptance
f68_q3,"Some lessons were very technical, but I learned to appreciate the challenge.",What did you like least about your instructor's teaching?,Q3,acceptance,acceptance,acceptance
f68_q4,Just explain a little slower,"Any further, constructive comment:",Q4,acceptance,acceptance,acceptance
f69_q1,Announce to the class on time,What changes would you recommend to improve this course?,Q1,acceptance,acceptance,acceptance
f69_q2,attitude,What did you like best about your instructor's teaching?,Q2,acceptance,acceptance,acceptance
f69_q3,"Instructions weren’t always clear at first, but asking questions helped.",What did you like least about your instructor's teaching?,Q3,acceptance,acceptance,acceptance
f69_q4,"Hope she interacts with the students more, like making fun activities if the students really did understand anything because sometimes students lie ab...","Any further, constructive comment:",Q4,acceptance,acceptance,acceptance
f70_q1,Hmmm probably the used of real life technology devices,What changes would you recommend to improve this course?,Q1,acceptance,acceptance,acceptance
f70_q2,attidude,What did you like best about your instructor's teaching?,Q2,acceptance,acceptance,acceptance
f70_q3,"Deadlines were strict, but they trained us to be responsible.",What did you like least about your instructor's teaching?,Q3,acceptance,acceptance,acceptance
