feedback_id,feedback,question,label,label_id,annotator_1,annotator_2,annotator_3
f56_q4,"my overall experience was good. i suggest that instructors should discuss topics using simple terms, so it is easier for students to understand the top...","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f57_q1,teaching style,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f57_q2,he do not shout and allows us to explore about the projects,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f57_q3,"announcements sometimes came late, but understandable due to many responsibilities.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f57_q4,i hope he talks slowly but well explained,"any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f58_q1,give time for students to let the informations sink in to their minds before proceeding to another topic,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f58_q2,soft spoken,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f58_q3,"classes sometimes felt long, but it meant more time for learning.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f58_q4,"my overall experience was good. i suggest that instructors should discuss better topics, and more engaging activities.","any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f59_q1,i would recommend to have more assignments so that we can also learn on our own while doing a task.,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f59_q2,very formal,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f59_q3,"the seatwork was repetitive, but it reinforced the lessons.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f59_q4,i enjoy the activities but i hope there can be more detailed explanations of the topics before we start. it would help us understand better.,"any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f60_q1,there could be at least 1 or 2 more meetings.,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f60_q2,allows student to have enough time to complete a task and informs students in advance what are materials to purchase for upcoming activities,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f60_q3,"attendance was monitored strictly, but it helped build discipline.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f60_q4,hopefully more improvements in the future.,"any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f61_q1,could have been at least 1 more meeting.,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f61_q2,chill only,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f61_q3,"i occasionally felt lost in discussions, but clarification was always given.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f61_q4,sync and timing for lessons in lecture to difficulty of activities in lab,"any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f62_q1,"i saw her efforts on her teachings the subject matter, but i do recommend to give more passion, deep explanations of the topic and make it more be fun...",what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f62_q2,very chill,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f62_q3,"examples were repeated often, but it ensured everyone understood.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f62_q4,it would be better to include hands-on activities and explain the lessons throughly,"any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f63_q1,be more hands on,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f63_q2,speech,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f63_q3,"internet connection during online class wasn’t always stable, but that’s not the professor’s fault.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f63_q4,maybe he should just recommend credible online sources for us to watch.,"any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f64_q1,i hope the visual aids like power point presentation will be a lot fewer so that most of the topic can possibly be absorbed in one discussion.,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f64_q2,he teaches and tries,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f64_q3,"handwriting on the board was hard to read sometimes, but i got used to it.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f64_q4,hoping for more improvements.,"any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f65_q1,better teaching,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
f65_q2,chill,what did you like best about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f65_q3,"the readings were plenty, but they improved my comprehension.",what did you like least about your instructor is teaching?,acceptance,2,acceptance,acceptance,acceptance
f65_q4,associate with the instructors of pre requisite courses for smooth transition of lessons,"any further, constructive comment:",acceptance,2,acceptance,acceptance,acceptance
f66_q1,higher web knowledge,what changes would you recommend to improve this course?,acceptance,2,acceptance,acceptance,acceptance
